"name";"weight"
"Íñigo Martínez";"1"
"Ioan";"1"
"Iomar";"1"
"Ion";"2"
"Ioritz";"1"
"Iraitz";"1"
"Isaac";"7"
"Isaac González";"1"
"Isaiah";"1"
"Isco";"1"
"Isi";"3"
"Isma";"4"
"Isma Estévez";"1"
"Ismael";"17"
"Ismaël";"3"
"Ismael Álvarez";"1"
"Ismail";"1"
"Isra";"3"
"Isra Pérez";"1"
"Israel";"4"
"Issa";"2"
"Italo";"1"
"Itzel";"1"
"Iu";"1"
"Ïu Martínez";"1"
"Ivan";"1"
"Iván";"57"
"Iván Cédric";"1"
"Iván Fernández";"1"
"Iván López";"3"
"Iván Martínez";"2"
"Iván Pérez";"1"
"Iván Rodríguez";"2"
"Iván Sánchez";"3"
"Ivann";"1"
"Ivi";"1"
"Ivi López";"1"
"Iza";"1"
"Izan";"10"
"Izei";"1"
"Jaafar";"1"
"Jacob";"1"
"Jacobo";"9"
"Jacque";"1"
"Jacques";"1"
"Jagoba";"2"
"Jaime";"22"
"Jaime Fernández";"1"
"Jaime González";"1"
"Jaime López";"1"
"Jaime Sánchez";"2"
"Jair";"1"
"Jairo";"7"
"Jairo Fernández";"1"
"Jakes";"1"
"Jalen";"1"
"Jalmar";"1"
"James";"1"
"Jan";"10"
"Jandro";"2"
"Jannyck";"1"
"Jano";"1"
"Jaric";"1"
"Jason";"2"
"Jastin";"1"
"Jaume";"11"
"Javi";"97"
"Javi Díaz";"1"
"Javi Fernández";"1"
"Javi García";"2"
"Javi Gómez";"1"
"Javi González";"2"
"Javi Grillo";"1"
"Javi Hernández";"1"
"Javi Jiménez";"1"
"Javi López";"3"
"Javi Navarro";"1"
"Javi Pérez";"2"
"Javi Rodríguez";"2"
"Javi Salero";"1"
"Javi Sánchez";"2"
"Javier";"36"
"Javier Pérez";"1"
"Javirro";"1"
"Javito";"1"
"Jawad";"1"
"Jean Paul";"1"
"Jefté";"1"
"Jeremy";"3"
"Jérémy";"1"
"Jerin";"1"
"Jermein";"1"
"Jero";"1"
"Jerry";"1"
"Jesé";"1"
"Jesu";"1"
"Jesuly";"1"
"Jesus";"1"
"Jesús";"39"
"Jesús Fernández";"1"
"Jesús Rodríguez";"1"
"Jhonatan";"1"
"Jime";"1"
"Jimmy";"1"
"Joaco Peñalver";"1"
"Joan";"24"
"Joan García";"1"
"Joan Martínez";"2"
"João Mendes";"1"
"Joaquín";"3"
"Joaquín González";"1"
"Joaquín Rodríguez";"1"
"Joaquinete";"1"
"Joe";"2"
"Joel";"19"
"Joel López";"1"
"Joel Rodríguez";"1"
"Jofre";"4"
"Johan";"2"
"John Chetauya";"1"
"John Patrick";"1"
"Jokin";"2"
"Jon";"36"
"Jon Ander";"6"
"Jon García";"2"
"Jon Iru";"1"
"Jon Yeabsera";"1"
"Jona";"1"
"Jonah";"1"
"Jonan";"1"
"Jonás";"1"
"Jonathan";"7"
"Jonathan Neftalí";"1"
"Joni";"1"
"Jonmi";"1"
"Jonny";"1"
"Jonny Arriba";"1"
"Jonvi";"1"
"Jony";"3"
"Jordan";"3"
"Jordán";"1"
"Jordi";"25"
"Jordi López";"1"
"Jordi Sanchez";"1"
"Jorell";"1"
"Jorge";"67"
"Jorge Félix";"1"
"Jorge Fernández";"1"
"Jorge García";"2"
"Jorge Gómez";"1"
"Jorge González";"1"
"Jorge Luis";"1"
"Jorge Sánchez";"1"
"Josan Ferrández";"1"
"Jose";"1"
"José";"56"
"Jose Ángel";"1"
"José Ángel";"5"
"José Antonio";"13"
"José Antonio González";"1"
"José Carlos";"4"
"José García";"2"
"José González";"1"
"José Javier";"1"
"José Luis";"7"
"José Luís";"1"
"José Manuel";"5"
"José María";"3"
"José Miguel";"1"
"José Miguel González";"1"
"José Ramón";"2"
"José Rodríguez";"1"
"Jose Suarez";"1"
"José-Enrique";"1"
"Joseba";"1"
"Joseba Pérez";"1"
"Joseca";"1"
"Joseda";"2"
"Josele";"1"
"Joselillo";"1"
"Joselito";"1"
"Joselu";"4"
"Josema";"5"
"Josemi";"2"
"Josep";"7"
"Josep Martínez";"1"
"Joseph";"1"
"Joserra";"1"
"Josete";"1"
"Joshua";"2"
"Josín";"1"
"Josu";"6"
"Josua Pérez";"1"
"Josué";"3"
"Jota";"2"
"Jowi";"1"
"Juampe Pérez";"1"
"Juan";"51"
"Juan Antonio";"4"
"Juan Carlos";"14"
"Juan Cruz";"1"
"Juan David";"1"
"Juan Diego";"1"
"Juan Fernández";"1"
"Juan Francisco";"1"
"Juan Ibiza";"1"
"Juan Ignacio";"1"
"Juan Jesús";"1"
"Juan José";"1"
"Juan López";"1"
"Juan Luis";"1"
"Juan Manuel";"3"
"Juan María";"1"
"Juan Pérez";"1"
"Juan Rodríguez";"3"
"Juanan";"5"
"Juanca";"1"
"Juanchi";"1"
"Juanda";"1"
"Juande Rivas";"1"
"Juanfran";"1"
"Juanfri";"1"
"Juani";"1"
"Juanito González";"1"
"Juanje";"2"
"Juanjo";"6"
"Juanjo Sánchez";"1"
"Juankar";"1"
"Juanlu";"2"
"Juanma";"10"
"Juanma Delgado";"1"
"Juanmi";"7"
"Juanmita";"1"
"Juanpe";"5"
"Juanra";"1"
"Juanto";"1"
"Julen";"15"
"Julen Jon";"1"
"Julen López";"1"
"Julián";"4"
"Julien";"1"
"Julio";"12"
"Julio César";"1"
"Julio Martínez";"1"
"Julito Martínez";"1"
"Junior";"3"
"Junior Awusi";"1"
"Júnior Firpo";"1"
"Jurgi";"1"
"Kaiser";"1"
"Kako";"1"
"Kaleb";"1"
"Kamal";"2"
"Kareem";"1"
"Karim";"1"
"Kaxe";"1"
"Keita";"1"
"Keko";"2"
"Kenan";"1"
"Kenneth";"1"
"Kenny Prince";"1"
"Kensly";"1"
"Kenta";"1"
"Kentin";"1"
"Kepa";"4"
"Kevin";"10"
"Kevin Carlos";"1"
"Kevin Sánchez";"1"
"Kevlin";"1"
"Keylor";"1"
"Keyner";"1"
"Khalid";"1"
"Kike";"15"
"Kike García";"1"
"Kike Gómez";"1"
"Kike López";"1"
"Kike Mallol";"1"
"Kike Pérez";"1"
"Kikín";"1"
"Kiko";"2"
"Kilian";"4"
"Kini";"1"
"Kirian";"1"
"Koke";"3"
"Koke San José";"1"
"Koke Vegas";"1"
"Kolderiu";"1"
"Koldo";"2"
"Kuki";"1"
"Kyllian";"1"
"Lago Junior";"1"
"Lalo Aguilar";"1"
"Lamine Fanne";"1"
"Lamine Yamal";"1"
"Lamini";"1"
"Lanchi";"1"
"Lander";"7"
"Landry";"1"
"Laro";"1"
"Lass";"1"
"Lau González";"1"
"Lautaro";"1"
"Leandro";"2"
"Léandro";"1"
"Leandro Martínez";"1"
"Lenny";"1"
"Leo";"8"
"Léo Baptistão";"1"
"Leo Lucas";"1"
"Leonardo";"1"
"Leto";"1"
"Leyder";"1"
"Liam";"2"
"Lian";"1"
"Liberto";"2"
"Lilian";"1"
"Lillo";"1"
"Limones";"1"
"Lionel";"1"
"Llorenç";"1"
"Lluc";"1"
"Lluis";"1"
"Lluís";"6"
"Loïc";"1"
"Lolo";"4"
"Lolo González";"1"
"Lopito";"1"
"Loren";"4"
"Loren Morón";"1"
"Lorenzo";"5"
"Loris";"1"
"Louis";"1"
"Luca";"5"
"Lucas";"24"
"Lucas Díaz";"1"
"Lucas Felippe";"1"
"Lucas García";"1"
"Lucas Pérez";"2"
"Lucho";"1"
"Lucho García";"1"
"Luis";"34"
"Luís";"1"
"Luis Alberto";"1"
"Luis López";"1"
"Luis Martínez";"1"
"Luis Paulo";"1"
"Luis Pérez";"1"
"Luis Sánchez";"1"
"Luisito";"1"
"Luismi";"8"
"Luismi Sánchez";"1"
"Lukas";"1"
"Luken";"1"
"Lulo";"1"
"Lulú";"1"
"Madger";"1"
"Madou";"1"
"Maguette";"1"
"Mahamadou";"2"
"Maikel";"2"
"Malcom";"1"
"Malick";"1"
"Mamadou";"5"
"Mamor";"1"
"Mandi";"1"
"Manel";"3"
"Manex";"5"
"Mángel";"1"
"Manín";"1"
"Manny";"1"
"Manolo";"3"
"Manu";"29"
"Manu Fernández";"1"
"Manu García";"2"
"Manu González";"2"
"Manu Rodríguez";"1"
"Manu Sánchez";"2"
"Manu Torres";"1"
"Manuel";"13"
"Manuel Ángel";"2"
"Marc";"50"
"Marc Fernández";"2"
"Marc García";"1"
"Marc López";"1"
"Marc Martínez";"2"
"Marc Pérez";"1"
"Marcel";"3"
"Marcelin";"1"
"Marcelo";"3"
"Marckus";"1"
"Marco";"18"
"Marcos";"36"
"Marcos André";"1"
"Marcos Fernández";"3"
"Marcos González";"2"
"Marcos Mauro";"1"
"Marcos Moreno";"1"
"Marcos Pérez";"2"
"Marcos Sánchez";"2"
"Marcos Sevila";"1"
"Mariano";"5"
"Marino";"1"
"Mario";"51"
"Mario García";"2"
"Mario Gaspar";"1"
"Mario Gómez";"1"
"Mario González";"2"
"Mario Riquelme";"1"
"Mario Rodríguez";"1"
"Mario Sánchez";"1"
"Markel";"9"
"Markitos";"1"
"Maroan";"1"
"Marquitos";"1"
"Marru";"1"
"Marti";"1"
"Martí";"6"
"Martin";"2"
"Martín";"16"
"Marvel";"1"
"Marvin";"2"
"Marwane";"1"
"Massimo";"1"
"Mata";"1"
"Mateo";"11"
"Mateo Joseph";"1"
"Mateu";"1"
"Mathías";"1"
"Mathieu";"1"
"Mati";"2"
"Matia";"1"
"Matías";"3"
"Maurizio";"1"
"Mauro";"9"
"Mawi";"1"
"Max";"3"
"Max Alex";"1"
"Maxime";"1"
"Maximiliano";"2"
"Máximo";"1"
"Melvin";"1"
"Meso";"1"
"Michael";"2"
"Michal";"1"
"Míchel";"3"
"Migue García";"1"
"Migue Romero";"1"
"Migue Sánchez";"1"
"Miguel";"54"
"Miguel Ángel";"11"
"Miguel Carvalho";"1"
"Miguel Fernández";"1"
"Miguel Kamara";"1"
"Miguel López";"1"
"Miguel Maza";"1"
"Miguel Pérez";"1"
"Miguel Rodríguez";"1"
"Miguel Ruiz";"1"
"Miguel Sánchez";"1"
"Miguelete";"1"
"Miguelito";"2"
"Miguelón";"3"
"Mika";"2"
"Mikel";"21"
"Mikel García";"1"
"Mikel Rodríguez";"1"
"Miki";"6"
"Milton";"1"
"Minsu";"1"
"Miquel";"6"
"Modric";"1"
"Moha";"4"
"Mohamed";"4"
"Moi";"3"
"Moisés";"2"
