"name";"weight"
"Falahidine";"1"
"Fally";"1"
"Faouz";"1"
"Farah";"1"
"Fares";"1"
"Farès";"6"
"Farid";"4"
"Farouq";"1"
"Fayad";"1"
"Fayçal";"1"
"Fayssal";"1"
"Federico";"1"
"Fedi";"1"
"Fedwan";"1"
"Fei Hong";"1"
"Felix";"2"
"Félix";"5"
"Ferland";"1"
"Ferris";"1"
"Feydji";"1"
"Fidèle Malcolm";"1"
"Firas";"2"
"Firmin";"2"
"Flavien";"3"
"Flavien-Enzo";"1"
"Flavio";"2"
"Florent";"6"
"Florentin";"2"
"Florian";"36"
"Florin";"1"
"Floyd";"2"
"Foday";"1"
"Fodé";"5"
"Fodiba";"1"
"Foly";"1"
"Formose";"1"
"Fouad";"3"
"Foued";"1"
"Fousseni";"1"
"Fousseny";"1"
"Franci";"1"
"Francis";"3"
"Franck";"10"
"Franck Mefouma";"1"
"François";"8"
"François-Joseph";"1"
"François-Papis";"1"
"Francy";"1"
"Frank";"1"
"Fred";"3"
"Freddy";"1"
"Frédéric";"5"
"Frederick Samuel";"1"
"Fynn";"1"
"Gabin";"15"
"Gabriel";"17"
"Gaby";"1"
"Gady";"1"
"Gael";"1"
"Gaël";"9"
"Gaëtan";"16"
"Gagny";"1"
"Gaïus";"1"
"Gaoussou";"3"
"Gareth";"1"
"Garissone";"1"
"Garland";"1"
"Gatien";"3"
"Gauthier";"6"
"Gautier";"6"
"Gaye";"1"
"Gédéon";"2"
"Gennaro";"1"
"Geoffray";"1"
"Geoffrey";"6"
"George";"2"
"Georges";"7"
"Georges-Kévin";"1"
"Georginio";"1"
"Gérald";"1"
"Germain";"1"
"Germain Romain";"1"
"Gessime";"1"
"Ghianny";"1"
"Ghislain";"1"
"Ghjuvanni";"1"
"Giani";"1"
"Giannelli";"1"
"Gianni";"3"
"Gibril";"1"
"Gil";"1"
"Gilles";"1"
"Gino";"1"
"Giovan";"1"
"Giovani";"1"
"Giovanni";"4"
"Giovanny";"1"
"Giulian";"1"
"Glen";"1"
"Glenn";"4"
"Glody";"1"
"Gloire";"1"
"Gnadou";"1"
"Gobé";"1"
"Godson";"1"
"Goduine";"1"
"Gomath";"1"
"Grace";"1"
"Greg";"1"
"Gregoire";"1"
"Grégoire";"6"
"Gregory";"1"
"Grégory";"6"
"Grejohn";"1"
"Guéla";"1"
"Guerchon";"1"
"Guevin";"1"
"Guilain";"1"
"Guillaume";"20"
"Guiry";"1"
"Gustave";"1"
"Guy";"1"
"Guy Hubert";"1"
"Guy Noël";"1"
"Guylian";"1"
"Gwenn";"1"
"Gwilhem";"1"
"Habib";"1"
"Habib Diarra";"1"
"Hacene";"1"
"Hacène";"1"
"Hadamou";"1"
"Hadi";"1"
"Hadji";"1"
"Hady";"1"
"Haik";"1"
"Haïssam";"1"
"Haissem";"1"
"Hakim";"5"
"Haktan";"1"
"Hamadou";"2"
"Hamady";"2"
"Hamdi";"1"
"Hamed";"2"
"Hamidi";"1"
"Hamidou";"4"
"Hamilton";"1"
"Hamissou";"1"
"Hamjatou";"1"
"Hammond";"1"
"Hamza";"12"
"Han-Noah";"1"
"Hannibal";"1"
"Haris";"2"
"Harlem";"1"
"Harly-James";"1"
"Harold";"1"
"Harouna";"1"
"Harouna Abou Demba";"1"
"Harrison";"1"
"Harry";"1"
"Hassan";"1"
"Hassane";"2"
"Hassen";"1"
"Hassimi";"1"
"Hatem";"1"
"Hatim";"2"
"Hatmen";"1"
"Haykeul";"1"
"Hayman";"1"
"Haytam";"1"
"Hedi";"1"
"Hédi";"1"
"Hedy";"2"
"Helder";"1"
"Héliohdino";"1"
"Helmi";"1"
"Héloïm";"1"
"Hendricks";"1"
"Heni";"1"
"Henri";"3"
"Henrick";"1"
"Henrique";"1"
"Henry";"1"
"Héraba";"1"
"Herba";"1"
"Herman";"3"
"Hermann";"2"
"Hermi";"1"
"Hernani";"1"
"Hérold";"1"
"Hervaine";"1"
"Hervé";"2"
"Hervin";"1"
"Hianga'a";"1"
"Hicham";"3"
"Hichem";"3"
"Hilaire";"1"
"Hilal";"1"
"Hilan";"1"
"Hillel";"1"
"Himad";"1"
"Hirinai";"1"
"Hocine";"1"
"Houari";"1"
"Houboulang";"1"
"Houda";"1"
"Houdayfa";"1"
"Housine";"1"
"Houssam";"2"
"Houssame";"1"
"Houssem";"1"
"Houssen";"1"
"Hubert";"1"
"Hugo";"51"
"Hugo Fernández";"1"
"Hugues";"1"
"Hussayn";"1"
"Hylan";"1"
"Ianis";"1"
"Ianis Aymar";"1"
"Iban";"1"
"Ibane";"1"
"Ibou";"1"
"Ibrahim";"23"
"Ibrahima";"19"
"Ibréhima";"1"
"Ichem";"1"
"Idris";"4"
"Idriss";"7"
"Idrissa";"4"
"Iheb";"1"
"Ihlane";"1"
"Ihsan";"1"
"Ikauar";"1"
"Ikrame";"1"
"Ilam";"1"
"Ilan";"14"
"Ilane";"1"
"Ilann";"2"
"Ilario";"1"
"Ilhan";"1"
"Ilian";"3"
"Ilias";"1"
"Ilies";"4"
"Iliès";"1"
"Iliesse";"1"
"Iliman";"1"
"Illan";"1"
"Illies Faure";"1"
"Illyes";"1"
"Ilyan";"2"
"Ilyane";"2"
"Ilyas";"3"
"Ilyasse";"1"
"Ilyes";"24"
"Imad";"1"
"Iman";"1"
"Imbad";"1"
"Imdad";"1"
"Imran";"3"
"Imrân";"1"
"Imrane";"2"
"Inza";"1"
"Iron";"1"
"Iroy";"1"
"Irvin";"1"
"Irvyn";"1"
"Isaac";"15"
"Isaack";"1"
"Isaak";"2"
"Isaïa";"1"
"Isaiah";"1"
"Isaïah";"1"
"Ishak";"2"
"Ishaq";"1"
"Isiaka";"1"
"Islamdine";"1"
"Ismael";"1"
"Ismaël";"23"
"Ismaëlo";"1"
"Ismail";"4"
"Ismaïl";"6"
"Israël";"2"
"Issa";"9"
"Issac";"1"
"Issam";"6"
"Issiaga";"2"
"Issiaka";"4"
"Isyak";"1"
"Ivan";"2"
"Ivann";"1"
"Iwan";"1"
"Izak";"1"
"Izhak";"1"
"Jackson";"1"
"Jacky";"1"
"Jacques";"5"
"Jacques-Antoine";"1"
"Jad";"1"
"Jafar";"1"
"Jaffray";"1"
"Jah-Mason";"1"
"Jaheden";"1"
"Jahid";"3"
"Jahyann";"1"
"Jaime";"1"
"Jalen";"1"
"Jalil";"2"
"Jalis";"1"
"Jallal-Dine";"1"
"Jaly";"1"
"Jamaal";"1"
"Jamie";"1"
"Jan";"1"
"Janis";"1"
"Jaouen";"2"
"Japhet";"1"
"Jared";"1"
"Jarell";"1"
"Jarod";"1"
"Jarrison";"1"
"Jason";"12"
"Jasser";"1"
"Jassim";"2"
"Jawed";"1"
"Jaydee";"1"
"Jayden";"1"
"Jayden Peti Peti";"1"
"Jayson";"1"
"Jean";"11"
"Jean-Baptiste";"4"
"Jean-Charles";"3"
"Jean-Christophe";"1"
"Jean-Clair";"1"
"Jean-Claude";"1"
"Jean-Daniel";"2"
"Jean-David";"1"
"Jean-Emmanuel";"1"
"Jean-Guy";"1"
"Jean-Jacques";"2"
"Jean-Kévin";"2"
"Jean-Louis";"1"
"Jean-Luc Dompé";"1"
"Jean-Marc";"1"
"Jean-Mattéo";"1"
"Jean-Michel";"3"
"Jean-Pascal";"1"
"Jean-Paul";"1"
"Jean-Philippe";"5"
"Jean-Pierre";"2"
"Jean-Ricner";"1"
"Jean-Sylvain";"1"
"Jean-Victor";"1"
"Jean-William";"1"
"Jean-Yves";"1"
"Jeanslor";"1"
"Jeanuël";"1"
"Jebryl";"1"
"Jeff";"2"
"Jeffrey";"2"
"Jenovie";"1"
"Jephthe";"1"
"Jérémi";"1"
"Jérémie";"8"
"Jeremy";"1"
"Jérémy";"35"
"Jeriba";"1"
"Jérôme";"10"
"Jerrold";"1"
"Jésah";"1"
"Jessimy";"1"
"Jessy";"4"
"Jethro";"1"
"Jhonatan";"1"
"Jianinn";"2"
"Jibril";"6"
"Jilva";"1"
"Jilvaro";"1"
"Jim";"1"
"Jimmy";"4"
"Jisca";"1"
"Jnani Ivan";"1"
"Joachim";"3"
"Joakim";"4"
"Joan";"5"
"Joane";"1"
"Joao";"1"
"Joâo";"1"
"João";"2"
"Jocelyn";"3"
"Joe-Loïc";"1"
"Joël";"5"
"Joël da Silva";"1"
"Joël-Emmanuel";"1"
"Joffrey";"3"
"Johan";"8"
"Johaneko";"1"
"Johann";"2"
"Johanne";"1"
"John";"1"
"Johnny";"1"
"Johny";"1"
"Jojo";"1"
"Jonas";"3"
"Jonathan";"30"
"Joran";"1"
"Jordan";"41"
"Jordi";"1"
"Jordy";"5"
"Jorès";"1"
"Joris";"10"
"Jorris";"1"
"José";"1"
"Joseph";"11"
"Joshua";"9"
"Josias";"1"
"Joss";"1"
"Josselin";"1"
"Josué";"9"
"Josuha";"1"
"Jounayd";"1"
"Jovanie";"1"
"Jovany";"2"
"Joyce";"1"
"Joyskim";"1"
"Juan";"1"
"Judicaël";"1"
"Jules";"32"
"Julian";"2"
"Julien";"36"
"Julio";"3"
"Julle";"1"
"Jullian";"1"
"Junior";"16"
"Junior Ngambi";"1"
"Justin";"5"
"Justin-Noël";"1"
"Kaan";"1"
"Kabangu Alex";"1"
"Kabissan";"1"
"Kader";"3"
"Kadiapome";"1"
"Kahéne";"1"
"Kaïl";"1"
"Kaïs";"12"
"Kalidou";"2"
"Kalil";"1"
"Kalvin";"2"
"Kamal";"1"
"Kamel";"3"
"Kamil";"2"
"Kâmil";"1"
"Kamille";"1"
"Kamron";"1"
"Kandanso";"1"
"Kandet";"1"
"Kanfory";"1"
"Kanon";"1"
"Kapit Djoco";"1"
"Kapokyeng";"1"
"Karamady";"1"
"Karamba";"1"
"Karamoko";"2"
"Karim";"17"
"Karim Nassim";"1"
"Karl";"3"
"Kassim";"4"
"Kassoum";"1"
"Kayne";"1"
"Kayyum";"1"
"Keahinui";"1"
"Keba";"1"
"Keelyan";"1"
"Keenan";"1"
"Kéfren";"1"
"Keheran";"1"
"Keirol";"1"
"Kelian";"3"
"Kélian";"1"
"Kelly";"1"
"Kelvin";"3"
"Kelyan";"5"
"Kélyan";"1"
"Kelyann";"1"
"Kembo";"1"
"Kemehlo";"1"
"Kémil";"1"
"Kemo";"2"
"Kemokho";"1"
"Kemryk";"1"
"Kemy";"1"
"Ken-Gaston";"1"
"Kenan";"4"
"Kenji";"1"
"Kenji-Van";"1"
"Kenley";"1"
"Kenny";"10"
"Kenrick";"1"
"Kentin";"1"
"Keny";"1"
"Kény";"1"
