"name";"weight"
"Boinali";"1"
"Boisgard";"1"
"Boissé";"1"
"Boisseau";"1"
"Boissier";"1"
"Boiteau";"1"
"Bokangu";"1"
"Bokélé";"1"
"Bokhari";"1"
"Bokhtache";"1"
"Bolasie";"1"
"Boli";"1"
"Bolo";"1"
"Bolumbu";"1"
"Boly";"2"
"Bombo";"1"
"Bompais";"1"
"Bondo";"1"
"Bonelli";"1"
"Bonenfant";"1"
"Bongelo";"1"
"Bongo";"1"
"Bongongui";"1"
"Bonnechère";"1"
"Bonneil";"1"
"Bonnet";"5"
"Bonnevie";"1"
"Bonnieu";"1"
"Bonnoit";"1"
"Bonny";"1"
"Bonsu";"1"
"Bonte";"1"
"Bopesu";"1"
"Borel-Klobcar";"1"
"Borges";"1"
"Borgniet";"1"
"Borne";"2"
"Borobona";"1"
"Borodine";"1"
"Borval";"1"
"Bosc";"2"
"Bosca";"1"
"Boscagli";"1"
"Bosey";"1"
"Bosque";"1"
"Bossiwa";"1"
"Bossy";"1"
"Botella";"1"
"Botherel";"1"
"Boto";"2"
"Botton";"2"
"Botuli";"1"
"Botz";"1"
"Boua Dié";"1"
"Bouabdeli";"1"
"Bouabdellah";"1"
"Bouabré";"1"
"Bouaddi";"1"
"Boualem";"1"
"Bouali";"1"
"Bouallak";"1"
"Bouameur";"2"
"Bouamira";"1"
"Bouanani";"1"
"Bouanga";"1"
"Bouaoune";"1"
"Bouard";"1"
"Bouardja";"1"
"Bouazza";"1"
"Boubaya";"1"
"Boubghi";"1"
"Boucansaud";"1"
"Boucard";"1"
"Boucaud";"1"
"Bouchama";"1"
"Bouchareb";"1"
"Boucharoud";"1"
"Bouchenna";"1"
"Boucher";"1"
"Bouchkar";"1"
"Bouchlarhem";"1"
"Bouchoukh";"1"
"Boudache";"2"
"Boudebouz";"1"
"Boudet";"1"
"Boudiaf";"1"
"Boudin";"1"
"Boudireb";"1"
"Boudjema";"1"
"Boudjemaa";"1"
"Boudonnet";"1"
"Boudraa";"1"
"Bouebari";"1"
"Bouédec";"1"
"Bouekou";"1"
"Boufal";"1"
"Bouffandeau";"1"
"Boufrikha";"1"
"Bouguerra";"1"
"Bouha";"1"
"Bouhabila";"1"
"Bouhadi";"1"
"Bouhammed";"1"
"Bouheddi";"1"
"Bouhenni";"1"
"Bouhmidi";"1"
"Bouhoutt";"1"
"Boujenfa";"1"
"Boujida";"1"
"Boujouama";"1"
"Boukadida";"1"
"Boukari";"1"
"Boukemouche";"1"
"Boukhit";"1"
"Boukholda";"1"
"Bouklouche";"1"
"Boulais";"1"
"Boulamoy";"1"
"Boulaya";"1"
"Boulebiar";"1"
"Bouleghcha";"1"
"Boulegheb";"1"
"Boulegroun";"1"
"Boulet";"2"
"Boulhendi";"1"
